took 20000 seconds.
Refactoring Type	Source Method	Target Class	Similarity Indice
Move Method	com.oracle.svm.hosted.NativeImageGenerator::run(Map<Method,CEntryPointData>, JavaMainSupport, String, NativeImageKind, SubstitutionProcessor, EconomicSet<String>, TimerCollection):void	com.oracle.svm.hosted.ImageClassLoader	0.7695776020758879
Move Method	com.oracle.svm.hosted.NativeImageGeneratorRunner::getMainEntryMethod(ImageClassLoader):Method	com.oracle.svm.hosted.ImageClassLoader	0.7237311385459535
Move Method	com.oracle.svm.hosted.code.CompileQueue::afterParseCanonicalization():PhaseSuite<HighTierContext>	com.oracle.svm.hosted.code.AnalysisToHostedGraphTransplanter	0.9049874960113388
Move Method	com.oracle.svm.hosted.image.NativeImageHeap::getSize(Object, HostedType):long	com.oracle.svm.hosted.meta.HostedType	0.7338715338715335
Move Method	com.oracle.svm.hosted.image.MethodPointerRelocationProvider::markMethodPointerRelocation(ObjectFile.ProgbitsSectionImpl, int, ObjectFile.RelocationKind, HostedMethod, boolean):void	com.oracle.svm.hosted.meta.HostedMethod	1.0
Move Method	com.oracle.svm.hosted.image.sources.SourceManager::locateSource(String, String, Class<?>):Path	com.oracle.svm.hosted.image.sources.SourceCache	1.0
Move Method	com.oracle.svm.hosted.snippets.ReflectionPlugins::registerBulkInvocationPlugin(InvocationPlugins, Class<T>, String, Consumer<T>):void	com.oracle.svm.hosted.classinitialization.ClassInitializationSupport	0.6614267676767677
Move Method	com.oracle.svm.hosted.code.CompileQueue::checkRestrictHeapAnnotations(DebugContext):void	com.oracle.svm.hosted.code.AnalysisToHostedGraphTransplanter	0.776797385620915
Move Method	com.oracle.svm.hosted.image.NativeImage::defineRelocationForSymbol(String, long):ObjectFile.Symbol	com.oracle.svm.hosted.image.MethodPointerRelocationProvider	0.5185185185185185
Move Method	com.oracle.svm.hosted.image.NativeImageDebugInfoProvider::logRawStructureInfo(HostedType, RawStructureInfo):void	com.oracle.svm.hosted.meta.HostedType	0.8958096346216767
Move Method	com.oracle.svm.hosted.FeatureImpl.BeforeAnalysisAccessImpl::registerAsFrozenUnsafeAccessed(Field, Object):void	com.oracle.svm.hosted.ReachabilityHandler	0.9161290322580645
Move Method	com.oracle.svm.hosted.SecurityServicesFeature::registerService(DuringAnalysisAccess, Service):void	com.oracle.svm.hosted.ImageClassLoader	0.8772212869435092
Move Method	com.oracle.svm.hosted.c.query.SizeAndSignednessVerifier::limitValueToEnumBytes(EnumInfo, EnumConstantInfo):long	com.oracle.svm.hosted.c.info.EnumConstantInfo	0.9578231292517009
Move Method	com.oracle.svm.hosted.NativeImageGenerator::printTypes(PrintWriter):void	com.oracle.svm.hosted.meta.HostedUniverse	0.7108062685929107
Move Method	com.oracle.svm.hosted.image.NativeImageDebugInfoProvider::createDebugTypeInfo(HostedType):NativeImageDebugTypeInfo	com.oracle.svm.hosted.meta.HostedType	0.8639862825580688
Move Method	com.oracle.svm.hosted.image.NativeImage::writeMethodHeader(HostedMethod, CSourceCodeWriter, boolean):void	com.oracle.svm.hosted.meta.HostedMethod	1.0
Move Method	com.oracle.svm.hosted.code.RuntimeMetadataEncoderImpl::registerTypeAnnotationValues(AnnotatedElement):TypeAnnotationValue[]	com.oracle.svm.hosted.reflect.ReflectionDataBuilder	1.0
