took 28000 seconds.
Refactoring Type	Source Method	Target Class	Similarity Indice
Move Method	org.redisson.connection.ReplicatedConnectionManager::checkNode(RedisURI, ReplicatedServersConfig, Set<InetSocketAddress>):CompletableFuture<Role>	org.redisson.config.ReplicatedServersConfig	0.9
Move Method	org.redisson.RedissonLiveObjectService::deleteExpired(Object, Class<?>):void	org.redisson.liveobject.LiveObjectSearch	0.7658773568880585
Move Method	org.redisson.client.RedisPubSubConnection::async(CompletableFuture<Void>, MultiDecoder<Object>, RedisCommand<T>, Object[]):ChannelFuture	org.redisson.client.protocol.RedisCommand	0.5397314949201741
Move Method	org.redisson.command.RedisCommonBatchExecutor::isWaitCommand(CommandData<?,?>):boolean	org.redisson.client.protocol.CommandData	1.0
Move Method	org.redisson.connection.SentinelConnectionManager::checkSlavesChange(SentinelServersConfig, RedisConnection):CompletionStage<Void>	org.redisson.config.SentinelServersConfig	0.8523274133998185
Move Method	org.redisson.jcache.JCache::write(String, RedisCommand<T>, Object[]):R	org.redisson.command.CommandAsyncExecutor	0.8582039879083831
Move Method	org.redisson.RedissonMap::mapWriterFuture(RFuture<M>, MapWriterTask, Function<M,Boolean>):RFuture<M>	org.redisson.api.MapOptions	0.8970993836671804
Move Method	org.redisson.client.handler.CommandDecoder::messageDecoder(CommandData<Object,Object>, List<Object>):MultiDecoder<Object>	org.redisson.client.protocol.CommandData	1.0
Move Method	org.redisson.client.RedisConnection::fireConnected():void	org.redisson.client.RedisClient	0.8648484848484849
Move Method	org.redisson.jcache.JCache::getCreationTimeout(long):Long	org.redisson.jcache.configuration.JCacheConfiguration	1.0
Move Method	org.redisson.RedissonBaseLock::evalWriteSyncedAsync(String, Codec, RedisCommand<T>, String, List<Object>, Object[]):RFuture<T>	org.redisson.command.CommandAsyncExecutor	1.0
Move Method	org.redisson.rx.RedissonReliableTopicRx::getMessages(Class<M>):Flowable<M>	org.redisson.api.RReliableTopic	0.24561403508771926
Move Method	org.redisson.client.RedisPubSubConnection::async(MultiDecoder<Object>, RedisCommand<T>, Object[]):ChannelFuture	org.redisson.client.protocol.RedisCommand	0.5392249527410208
Move Method	org.redisson.connection.pool.ConnectionPool::isHealthy(ClientConnectionsEntry):boolean	org.redisson.connection.ClientConnectionsEntry	0.9742455612020828
Move Method	org.redisson.RedissonExecutorService::check(Object):void	org.redisson.api.RTopic	0.0625
Move Method	org.redisson.jcache.JCache::evalRead(String, Codec, RedisCommand<T>, String, List<Object>, Object[]):R	org.redisson.command.CommandAsyncExecutor	1.0
Move Method	org.redisson.spring.support.LocalCachedMapOptionsDecorator::invokeOptions(Element, ParserContext, RedissonNamespaceParserSupport):String	org.redisson.spring.support.RedissonNamespaceParserSupport	0.6934562211981566
Move Method	org.redisson.executor.TasksService::cancelExecutionAsync(String):RFuture<Boolean>	org.redisson.command.CommandAsyncExecutor	0.32810304449648703
Move Method	org.redisson.connection.ReplicatedConnectionManager::slaveUp(InetSocketAddress, RedisURI):CompletableFuture<Void>	org.redisson.cluster.ClusterSlotRange	0.615885899154233
Move Method	org.redisson.RedissonLiveObjectService::addExpireListener(CommandAsyncExecutor):void	org.redisson.liveobject.LiveObjectSearch	0.14857142857142858
Move Method	org.redisson.redisnode.SentinelRedisNode::executeAsync(T, Codec, long, RedisCommand<T>, Object[]):RFuture<T>	org.redisson.command.CommandAsyncExecutor	1.0
Move Method	org.redisson.liveobject.core.RedissonObjectBuilder::getNamingScheme(Class<?>, Codec):NamingScheme	org.redisson.codec.ReferenceCodecProvider	0.6856878470080198
Move Method	org.redisson.RedissonMultimap::fastRemoveAsync(List<Object>, List<Object>, RedisCommand<T>):RFuture<T>	org.redisson.command.CommandAsyncExecutor	0.878593490140176
Move Method	org.redisson.client.RedisClient::applyChannelOptions(RedisClientConfig, Bootstrap):void	org.redisson.client.RedisClientConfig	1.0
Move Method	org.redisson.jcache.JCache::scanIterator(String, RedisClient, String):MapScanResult<Object,Object>	org.redisson.client.RedisClient	0.38268638197492133
Move Method	org.redisson.client.RedisConnection::fireDisconnected():void	org.redisson.client.RedisClient	0.8648484848484849
Move Method	org.redisson.command.CommandBatchService::executeAsync():RFuture<BatchResult<?>>	org.redisson.api.BatchOptions	0.7488032566496211
Move Method	org.redisson.client.handler.CommandPubSubDecoder::addPubSubCommand(ChannelName, CommandData<Object,Object>):void	org.redisson.client.protocol.CommandData	0.8936838624338627
Move Method	org.redisson.spring.cache.RedissonCache::get(RFuture<V>):V	org.redisson.api.RFuture	0.16923076923076927
Move Method	org.redisson.remote.AsyncRemoteProxy::awaitResultAsync(RemoteInvocationOptions, RemotePromise<Object>, String, CompletableFuture<RRemoteServiceResponse>):void	org.redisson.api.RemoteInvocationOptions	0.9999999999999999
Move Method	org.redisson.command.CommandBatchService::isWaitCommand(CommandData<?,?>):boolean	org.redisson.client.protocol.CommandData	1.0
Move Method	org.redisson.spring.support.RemoteInvocationOptionDecorator::invokeOptions(Element, ParserContext, RedissonNamespaceParserSupport):String	org.redisson.spring.support.RedissonNamespaceParserSupport	0.7223502304147466
Move Method	org.redisson.cache.LocalCacheView::toCacheKey(Object):CacheKey	org.redisson.RedissonObject	0.9178076693430132
