took 20000 seconds.
Refactoring Type	Source Method	Target Class	Similarity Indice
Move Method	jdk.graal.compiler.java.BytecodeParser::createLogicNode(CanonicalCondition, ValueNode, ValueNode):LogicNode	jdk.graal.compiler.nodes.graphbuilderconf.InvocationPluginContext	0.9298686947022107
Move Method	jdk.graal.compiler.replacements.ReplacementsImpl.GraphMaker::finalizeGraph(StructuredGraph):void	jdk.graal.compiler.nodes.StructuredGraph	0.3076501658647955
Move Method	jdk.graal.compiler.nodes.GraphDecoder.LoopDetector::assignLoopExitState(LoopExitNode, AbstractMergeNode, AbstractEndNode):void	jdk.graal.compiler.nodes.LoopExitNode	0.7341541942220676
Move Method	jdk.graal.compiler.java.BytecodeParser::appendGoto(BciBlock):void	jdk.graal.compiler.nodes.FixedWithNextNode	1.0
Move Method	jdk.graal.compiler.hotspot.CompilationTask::runCompilation(OptionValues):HotSpotCompilationRequestResult	jdk.graal.compiler.hotspot.HotSpotGraalCompiler	0.7342737575349755
Move Method	jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.Templates::lower(NewMultiArrayWithExceptionNode, LoweringTool):void	jdk.graal.compiler.nodes.java.NewMultiArrayWithExceptionNode	0.7540813021782939
Move Method	jdk.graal.compiler.hightiercodegen.irwalk.StackifierIRWalker::lowerLoop(HIRBlock):void	jdk.graal.compiler.hightiercodegen.reconstruction.StackifierData	0.7015993265993264
Move Method	jdk.graal.compiler.virtual.phases.ea.GraphEffectList::replaceFirstInput(Node, Node, Node):void	jdk.graal.compiler.graph.Node	0.8025619604566967
Move Method	jdk.graal.compiler.virtual.phases.ea.ReadEliminationClosure.ReadEliminationMergeProcessor::getCachedPhi(CacheEntry<?>, Stamp):ValuePhiNode	jdk.graal.compiler.core.common.type.Stamp	0.4887110016420361
Move Method	jdk.graal.compiler.asm.amd64.AMD64Assembler::jccb(ConditionFlag, Label):void	jdk.graal.compiler.asm.Label	1.0
Move Method	jdk.graal.compiler.phases.common.DominatorBasedGlobalValueNumberingPhase.ValueMap::killValuesByIdentity(LocationIdentity):void	jdk.graal.compiler.nodes.cfg.LocationSet	1.0
Move Method	jdk.graal.compiler.lir.asm.CompilationResultBuilder::emitLIR():void	jdk.graal.compiler.lir.LIR	0.48913919413919404
Move Method	jdk.graal.compiler.phases.common.FixReadsPhase.RawConditionalEliminationVisitor::processIf(IfNode):void	jdk.graal.compiler.nodes.IfNode	0.6617732645682758
Move Method	jdk.graal.compiler.nodes.GraphDecoder::recordGraphElements(EncodedGraph):void	jdk.graal.compiler.nodes.EncodedGraph	0.9620915032679737
Move Method	jdk.graal.compiler.phases.schedule.SchedulePhase::verifyImmutableGraph(StructuredGraph):NodeEventScope	jdk.graal.compiler.nodes.StructuredGraph	0.6575797474414979
Move Method	jdk.graal.compiler.printer.CFGPrinterObserver::shouldDump(DebugContext, boolean):boolean	jdk.graal.compiler.debug.DebugContext	0.4403318235880676
Move Method	jdk.graal.compiler.printer.CFGPrinter::stateValueToString(ValueNode):String	jdk.graal.compiler.core.gen.NodeLIRBuilder	0.38086511107666926
Move Method	jdk.graal.compiler.hotspot.HotSpotGraalCompiler::compile(StructuredGraph, boolean, boolean, boolean, CompilationIdentifier, DebugContext):CompilationResult	jdk.graal.compiler.debug.DebugContext	0.7198334140663362
Move Method	jdk.graal.compiler.replacements.DefaultJavaLoweringProvider::lowerFloatingIntegerDivRem(FloatingIntegerDivRemNode<?>, LoweringTool):void	jdk.graal.compiler.nodes.calc.FloatingIntegerDivRemNode	0.8499426499426501
Move Method	jdk.graal.compiler.phases.common.ConditionalEliminationPhase.Instance::processNode(Node):void	jdk.graal.compiler.graph.Node	0.795878585352269
Move Method	jdk.graal.compiler.core.gen.NodeLIRBuilder::doBlockPrologue(HIRBlock, OptionValues):void	jdk.graal.compiler.options.OptionValues	0.8829931972789118
Move Method	jdk.graal.compiler.hotspot.HotSpotBackend::updateStub(Stub, HotSpotLIRGenerationResult, FrameMap):void	jdk.graal.compiler.hotspot.HotSpotLIRGenerationResult	0.6654761904761903
Move Method	jdk.graal.compiler.hotspot.SymbolicSnippetEncoder::verifySingle(DebugContext, StructuredGraph):boolean	jdk.graal.compiler.hotspot.HotSpotReplacementsImpl	0.6190146246096986
Move Method	jdk.graal.compiler.hotspot.HotSpotBackendFactory::isWriteToNewObject(FixedAccessNode):boolean	jdk.graal.compiler.nodes.memory.FixedAccessNode	1.0
Move Method	jdk.graal.compiler.nodes.loop.LoopEx::isCfgLoopExit(AbstractBeginNode):boolean	jdk.graal.compiler.nodes.loop.LoopsData	1.0
Move Method	jdk.graal.compiler.nodes.GraphDecoder.LoopDetector::findOrCreateLoop(EconomicMap<MergeNode,Loop>, MergeNode):Loop	jdk.graal.compiler.nodes.MergeNode	1.0
Move Method	jdk.graal.compiler.java.BytecodeParser::getProfileForTypeCheck(TypeReference):JavaTypeProfile	jdk.graal.compiler.phases.OptimisticOptimizations	0.8322138680033417
Move Method	jdk.graal.compiler.nodes.loop.LoopFragment::mergeEarlyExits():void	jdk.graal.compiler.nodes.loop.LoopEx	0.49629295321567485
